account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,mrr_amount,arr_amount,current_plan,current_seats,billing_frequency,auto_renew_flag,end_date,total_subscriptions,total_upgrades,total_downgrades,usage_count_90d,errors_90d,active_days_90d,usage_count_prior_90d,tickets_90d,avg_resolution_hrs,escalations_90d,avg_csat,high_priority_tickets_90d,last_churn_date,last_reason_code,total_churn_events,tenure_days,usage_trend_pct,tickets_per_seat_90d,s_usage,s_engage,s_support,s_tenure,s_commercial,health_score,health_bucket
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,686,8232,Pro,14,annual,True,2024-11-07,11,2,1,80.0,2.0,9.0,44.0,0.0,,0.0,,0.0,2024-07-19,budget,1.0,634,81.81818181818183,,100,15,100.0,70,70.0,78.2,Green
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,627,7524,Basic,33,annual,True,,15,3,1,85.0,4.0,8.0,117.0,0.0,,0.0,,0.0,2024-03-22,budget,1.0,310,-27.350427350427353,,25,15,100.0,60,70.0,53.8,Yellow
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,True,False,10746,128952,Enterprise,54,monthly,False,,12,0,0,69.0,0.0,7.0,43.0,0.0,,0.0,,0.0,2024-12-17,support,1.0,61,60.46511627906976,,100,15,100.0,50,60.0,73.2,Yellow
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,6368,76416,Enterprise,32,annual,True,,13,2,1,98.0,4.0,10.0,76.0,1.0,60.0,0.0,,1.0,2024-08-30,unknown,3.0,476,28.947368421052634,0.03125,100,40,85.0,70,70.0,78.2,Green
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,False,True,893,10716,Basic,47,annual,True,,12,1,1,81.0,4.0,7.0,121.0,0.0,,0.0,,0.0,2024-06-27,budget,3.0,298,-33.057851239669425,,25,15,100.0,60,50.0,51.8,Yellow
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,2587,31044,Enterprise,13,monthly,True,,16,2,1,78.0,10.0,9.0,64.0,0.0,,0.0,,0.0,2024-05-02,budget,1.0,277,21.875,,100,15,100.0,60,80.0,77.2,Green
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,False,1078,12936,Pro,22,monthly,True,,11,1,0,113.0,2.0,11.0,46.0,0.0,,0.0,,0.0,2024-08-21,support,1.0,635,145.65217391304347,,100,40,100.0,85,60.0,84.0,Green
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,494,5928,Basic,26,monthly,False,,8,1,2,32.0,3.0,4.0,18.0,0.0,,0.0,,0.0,2024-06-06,features,2.0,512,77.77777777777779,,100,15,100.0,40,40.0,69.2,Yellow
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,False,True,798,9576,Basic,42,annual,True,,8,1,0,28.0,2.0,2.0,33.0,0.0,,0.0,,0.0,2024-07-19,budget,3.0,728,-15.151515151515152,,50,15,100.0,85,50.0,64.2,Yellow
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,False,True,1764,21168,Pro,36,annual,True,2024-12-28,16,2,0,106.0,3.0,11.0,123.0,0.0,,0.0,,0.0,,,0.0,297,-13.821138211382115,,50,40,100.0,75,80.0,69.0,Yellow
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,0,0,Basic,2,annual,False,,8,1,0,79.0,5.0,8.0,81.0,1.0,32.0,0.0,,0.0,2023-07-21,competitor,1.0,536,-2.4691358024691357,0.5,50,15,95.0,70,50.0,60.0,Yellow
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,779,9348,Basic,41,annual,False,,17,2,1,105.0,7.0,12.0,177.0,2.0,42.5,0.0,5.0,0.0,,,0.0,175,-40.67796610169492,0.04878048780487805,25,40,100.0,35,80.0,53.5,Yellow
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,380,4560,Basic,20,monthly,False,,13,3,1,47.0,1.0,6.0,69.0,0.0,,0.0,,0.0,2024-09-05,budget,1.0,132,-31.88405797101449,,25,15,100.0,35,60.0,47.8,Red
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,171,2052,Basic,9,annual,True,,9,3,1,23.0,0.0,2.0,28.0,0.0,,0.0,,0.0,2024-10-03,support,1.0,672,-17.857142857142858,,50,15,100.0,70,60.0,62.2,Yellow
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,False,784,9408,Pro,16,annual,True,,12,1,1,85.0,1.0,8.0,42.0,0.0,,0.0,,0.0,2024-10-12,pricing,1.0,121,102.38095238095238,,100,15,100.0,50,60.0,73.2,Yellow
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,779,9348,Basic,41,monthly,True,,12,1,0,51.0,1.0,5.0,32.0,2.0,20.5,0.0,3.0,2.0,2024-04-12,competitor,1.0,608,59.375,0.04878048780487805,100,15,70.0,85,60.0,72.8,Yellow
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,627,7524,Basic,33,annual,True,2024-12-29,5,0,0,69.0,3.0,6.0,50.0,2.0,3.5,0.0,3.5,0.0,2024-12-04,support,3.0,96,38.0,0.06060606060606061,100,15,90.0,65,40.0,71.8,Yellow
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,11741,140892,Enterprise,59,monthly,True,2024-12-30,13,0,0,82.0,6.0,8.0,148.0,1.0,16.0,0.0,,0.0,,,0.0,195,-44.5945945945946,0.01694915254237288,25,15,95.0,75,70.0,55.5,Yellow
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,13930,167160,Enterprise,70,annual,True,,10,1,0,80.0,1.0,7.0,43.0,1.0,46.0,0.0,,1.0,2024-09-26,budget,1.0,409,86.04651162790698,0.014285714285714285,100,15,85.0,85,70.0,77.5,Green
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,5771,69252,Enterprise,29,monthly,True,2024-12-31,12,3,4,74.0,2.0,8.0,100.0,2.0,30.5,0.0,4.0,0.0,2024-12-27,pricing,2.0,70,-26.0,0.06896551724137931,25,15,100.0,35,70.0,48.8,Red
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,8557,102684,Enterprise,43,annual,False,2024-11-10,9,2,0,105.0,4.0,9.0,54.0,1.0,54.0,0.0,,0.0,2024-09-25,support,3.0,261,94.44444444444444,0.023255813953488372,100,15,95.0,60,70.0,75.0,Green
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,False,361,4332,Basic,19,annual,False,,14,1,1,61.0,5.0,6.0,40.0,1.0,20.0,0.0,,0.0,2024-11-03,features,1.0,180,52.5,0.05263157894736842,100,15,95.0,45,50.0,70.0,Yellow
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,7164,85968,Enterprise,36,monthly,True,,11,0,0,79.0,2.0,8.0,43.0,2.0,20.0,0.0,4.0,0.0,2024-01-20,support,2.0,660,83.72093023255815,0.05555555555555555,100,15,100.0,85,50.0,79.2,Green
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,1470,17640,Pro,30,annual,True,,13,1,0,53.0,1.0,5.0,125.0,1.0,17.0,0.0,5.0,0.0,,,0.0,174,-57.599999999999994,0.03333333333333333,0,15,100.0,65,70.0,47.2,Red
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,980,11760,Pro,20,annual,False,,6,1,0,77.0,4.0,7.0,40.0,2.0,15.5,0.0,4.0,2.0,2024-12-25,competitor,1.0,47,92.5,0.1,100,15,80.0,50,60.0,68.2,Yellow
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,9950,119400,Enterprise,50,monthly,True,,12,0,1,104.0,5.0,9.0,97.0,1.0,8.0,0.0,,1.0,2024-09-04,features,2.0,460,7.216494845360824,0.02,80,15,85.0,70,50.0,66.5,Yellow
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,False,343,4116,Pro,7,annual,True,,12,1,0,49.0,0.0,4.0,75.0,0.0,,0.0,,0.0,2024-06-17,features,1.0,452,-34.66666666666667,,25,15,100.0,85,50.0,56.8,Yellow
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,7363,88356,Enterprise,37,annual,True,,15,2,0,55.0,8.0,6.0,67.0,1.0,25.0,0.0,5.0,1.0,,,0.0,27,-17.91044776119403,0.02702702702702703,50,15,95.0,65,90.0,63.0,Yellow
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,False,0,0,Pro,15,annual,True,,8,0,0,58.0,0.0,5.0,19.0,0.0,,0.0,,0.0,,,0.0,636,205.26315789473685,,100,15,100.0,85,50.0,79.2,Green
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,5174,62088,Enterprise,26,annual,True,2024-12-15,12,0,0,44.0,1.0,5.0,83.0,1.0,42.0,0.0,,1.0,2024-03-24,support,1.0,389,-46.98795180722892,0.038461538461538464,25,15,85.0,85,60.0,54.0,Yellow
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,2156,25872,Pro,44,annual,True,,14,0,0,60.0,6.0,7.0,139.0,0.0,,0.0,,0.0,2024-04-30,pricing,1.0,278,-56.83453237410072,,0,15,100.0,75,60.0,48.2,Red
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,570,6840,Basic,30,monthly,True,,12,1,1,120.0,7.0,11.0,32.0,0.0,,0.0,,0.0,2024-11-12,unknown,4.0,616,275.0,,100,40,100.0,70,50.0,80.0,Green
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,False,1519,18228,Pro,31,annual,True,,9,1,0,83.0,4.0,7.0,64.0,0.0,,0.0,,0.0,,,0.0,694,29.6875,,100,15,100.0,85,70.0,81.2,Green
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,False,True,0,0,Basic,17,annual,True,,8,1,0,50.0,4.0,4.0,51.0,1.0,67.0,0.0,3.0,0.0,2024-11-09,features,4.0,600,-1.9607843137254901,0.058823529411764705,50,15,95.0,85,40.0,62.0,Yellow
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,False,2744,32928,Pro,56,annual,True,,10,2,1,50.0,0.0,4.0,49.0,1.0,27.0,0.0,4.0,1.0,2024-09-11,support,1.0,515,2.0408163265306123,0.017857142857142856,80,15,95.0,70,80.0,72.0,Yellow
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,False,1791,21492,Enterprise,9,annual,True,,10,2,0,21.0,5.0,3.0,59.0,1.0,7.0,0.0,,1.0,,,0.0,314,-64.40677966101694,0.1111111111111111,0,15,85.0,75,80.0,46.5,Red
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,7562,90744,Enterprise,38,monthly,False,,19,2,0,113.0,3.0,10.0,121.0,0.0,,0.0,,0.0,2024-08-08,support,1.0,549,-6.6115702479338845,,50,40,100.0,70,80.0,68.0,Yellow
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,722,8664,Basic,38,monthly,True,,8,2,1,76.0,9.0,8.0,34.0,0.0,,0.0,,0.0,2024-12-19,support,2.0,45,123.52941176470588,,100,15,100.0,50,60.0,73.2,Yellow
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,False,True,9154,109848,Enterprise,46,monthly,True,,8,0,0,65.0,3.0,6.0,16.0,0.0,,0.0,,0.0,2024-08-09,features,2.0,691,306.25,,100,15,100.0,85,50.0,79.2,Green
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,False,722,8664,Basic,38,annual,True,2024-12-26,16,2,1,73.0,2.0,8.0,166.0,1.0,60.0,0.0,3.0,0.0,2024-12-27,features,2.0,418,-56.024096385542165,0.02631578947368421,0,15,95.0,70,60.0,46.0,Red
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,3184,38208,Enterprise,16,monthly,True,,9,1,0,26.0,0.0,4.0,55.0,2.0,26.0,0.0,5.0,2.0,2023-12-08,budget,1.0,394,-52.72727272727272,0.125,0,15,80.0,85,70.0,46.2,Red
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,False,0,0,Enterprise,92,annual,True,,12,0,0,52.0,3.0,5.0,164.0,2.0,43.0,0.0,4.0,1.0,,,0.0,74,-68.29268292682927,0.021739130434782608,0,15,90.0,65,50.0,42.8,Red
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,False,8159,97908,Enterprise,41,monthly,True,,7,2,0,40.0,0.0,4.0,35.0,0.0,,0.0,,0.0,,,0.0,702,14.285714285714285,,80,15,100.0,85,90.0,77.2,Green
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,646,7752,Basic,34,monthly,True,,8,0,0,65.0,4.0,7.0,26.0,1.0,12.0,0.0,,0.0,2024-12-11,unknown,3.0,136,150.0,0.029411764705882353,100,15,95.0,65,40.0,73.0,Yellow
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,0,0,Basic,33,monthly,True,,9,0,0,90.0,8.0,10.0,61.0,1.0,45.0,0.0,3.0,1.0,2024-12-24,unknown,3.0,377,47.540983606557376,0.030303030303030304,100,40,85.0,85,30.0,77.2,Green
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,2352,28224,Pro,48,monthly,True,,14,3,0,90.0,7.0,8.0,33.0,1.0,54.0,0.0,,0.0,2024-08-20,features,2.0,336,172.72727272727272,0.020833333333333332,100,15,95.0,75,70.0,78.0,Green
